pack_name,pack_rank,clip_id,row_id,source_batch,candidate_bucket,candidate_reason,reviewer_split_other_bucket,reviewer_manual_audit_label,reviewer_shot_attempt,reviewer_outcome,review_status,reviewed_by,review_timestamp,qa_status,notes,queue_source,source_artifact_path,supporting_audit_artifact_path,batch_type,review_task_type,source_domain,job_id,request_id,upload_trace_id,inference_attempt_id,model_version,predicted_flat_label,predicted_event_family,predicted_outcome,predicted_shot_subtype,proposal_accepted,family_gate_open,shot_head_invoked,acceptance_score,calibrated_acceptance_probability,energy_score,artifact_split_other_bucket,artifact_manual_audit_label,expected_event_family,expected_outcome,expected_shot_subtype,priority_score,pack_priority_reason
review_pack_01_accepted_proposals,1,081080779d544737acc513fcf01e9bee:clip-1,seed:accepted_proposal_light_label:phase4h_staging_eval_63clip:081080779d544737acc513fcf01e9bee:clip-1,phase4h_staging_eval_63clip,accepted_proposal_light_label,accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank,,,,,needs_review,,,not_started,,seed_queue,services/inference/evals/phase4h_staging_eval/shadow_eval_report.json,services/inference/evals/phase4h_staging_eval/phase4h_audit_queue.json,accepted_proposal_review,accepted_proposal_light_label,staging_hoopcut_known_made,081080779d544737acc513fcf01e9bee,d4ec7fca-da98-4b96-ac08-a2def1039248,9d0d4444e80745e3924e90668ace74e5,595c42c95f7442a4a5641041c534071b,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,made,dunk,True,False,False,0.8726,,,ambiguous_event,real_event_missed_by_model,shot_attempt,made,dunk,0.8309,priority_score=0.8309|provenance_score=6|artifact_split_other=ambiguous_event|proposal_accepted=True|candidate_reason=accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank
review_pack_01_accepted_proposals,2,2aa63636630c4a5384c69d585439c9cf:clip-1,seed:accepted_proposal_light_label:phase4h_staging_eval_63clip:2aa63636630c4a5384c69d585439c9cf:clip-1,phase4h_staging_eval_63clip,accepted_proposal_light_label,accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank,,,,,needs_review,,,not_started,,seed_queue,services/inference/evals/phase4h_staging_eval/shadow_eval_report.json,services/inference/evals/phase4h_staging_eval/phase4h_audit_queue.json,accepted_proposal_review,accepted_proposal_light_label,staging_hoopcut_known_made,2aa63636630c4a5384c69d585439c9cf,65264107-b6e0-4c2a-84e5-922e9ffd825d,45d613a463fd4e9da3b4a5279a5b8828,b659e777efe440378d5cccf82b80677e,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,made,dunk,True,False,False,0.8726,,,ambiguous_event,real_event_missed_by_model,shot_attempt,made,dunk,0.8309,priority_score=0.8309|provenance_score=6|artifact_split_other=ambiguous_event|proposal_accepted=True|candidate_reason=accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank
review_pack_01_accepted_proposals,3,505fcb9380154c0db345373b1f67f942:clip-1,seed:accepted_proposal_light_label:phase4h_staging_eval_63clip:505fcb9380154c0db345373b1f67f942:clip-1,phase4h_staging_eval_63clip,accepted_proposal_light_label,accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank,,,,,needs_review,,,not_started,,seed_queue,services/inference/evals/phase4h_staging_eval/shadow_eval_report.json,services/inference/evals/phase4h_staging_eval/phase4h_audit_queue.json,accepted_proposal_review,accepted_proposal_light_label,staging_hoopcut_known_made,505fcb9380154c0db345373b1f67f942,9cd8244b-2046-4868-8366-087d358d83b4,d42b70ef720b421dac231922afc28d81,55bf7bec32cd41139f23d9d3a31dbb78,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,made,dunk,True,False,False,0.8726,,,ambiguous_event,real_event_missed_by_model,shot_attempt,made,dunk,0.8309,priority_score=0.8309|provenance_score=6|artifact_split_other=ambiguous_event|proposal_accepted=True|candidate_reason=accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank
review_pack_01_accepted_proposals,4,50d003aedd814d4d8bbcd4b3741cc21c:clip-1,seed:accepted_proposal_light_label:phase4h_staging_eval_63clip:50d003aedd814d4d8bbcd4b3741cc21c:clip-1,phase4h_staging_eval_63clip,accepted_proposal_light_label,accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank,,,,,needs_review,,,not_started,,seed_queue,services/inference/evals/phase4h_staging_eval/shadow_eval_report.json,services/inference/evals/phase4h_staging_eval/phase4h_audit_queue.json,accepted_proposal_review,accepted_proposal_light_label,staging_hoopcut_known_made,50d003aedd814d4d8bbcd4b3741cc21c,52d91f80-e84e-4338-9313-25222c661e1d,335606ebc36e4fa7a5e9f6732e4cf730,9822207a2d1448148fcb591aa2a8c153,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,made,dunk,True,False,False,0.8726,,,ambiguous_event,real_event_missed_by_model,shot_attempt,made,dunk,0.8309,priority_score=0.8309|provenance_score=6|artifact_split_other=ambiguous_event|proposal_accepted=True|candidate_reason=accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank
review_pack_01_accepted_proposals,5,7958f1dac8b3436dabab5264ae341919:clip-1,seed:accepted_proposal_light_label:phase4h_staging_eval_63clip:7958f1dac8b3436dabab5264ae341919:clip-1,phase4h_staging_eval_63clip,accepted_proposal_light_label,accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank,,,,,needs_review,,,not_started,,seed_queue,services/inference/evals/phase4h_staging_eval/shadow_eval_report.json,services/inference/evals/phase4h_staging_eval/phase4h_audit_queue.json,accepted_proposal_review,accepted_proposal_light_label,staging_hoopcut_known_made,7958f1dac8b3436dabab5264ae341919,8c5bb5e0-479a-4c90-a625-cb61e1993fe9,a63f4ea27a184e25bdd03d3988a24b44,20c15f3e15174a80a8f0397c4699dfc6,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,made,dunk,True,False,False,0.8726,,,ambiguous_event,real_event_missed_by_model,shot_attempt,made,dunk,0.8309,priority_score=0.8309|provenance_score=6|artifact_split_other=ambiguous_event|proposal_accepted=True|candidate_reason=accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank
review_pack_01_accepted_proposals,6,d3a90653a10d4d65b8a306801bd30a86:clip-1,seed:accepted_proposal_light_label:phase4h_staging_eval_63clip:d3a90653a10d4d65b8a306801bd30a86:clip-1,phase4h_staging_eval_63clip,accepted_proposal_light_label,accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank,,,,,needs_review,,,not_started,,seed_queue,services/inference/evals/phase4h_staging_eval/shadow_eval_report.json,services/inference/evals/phase4h_staging_eval/phase4h_audit_queue.json,accepted_proposal_review,accepted_proposal_light_label,staging_hoopcut_known_made,d3a90653a10d4d65b8a306801bd30a86,48420573-6f27-4900-b26a-a7cbc422e723,ee49f532d7b44a0791bce4cf81033ea5,a22f5a43000345498eaaa7711e6d8352,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,made,dunk,True,False,False,0.8726,,,ambiguous_event,real_event_missed_by_model,shot_attempt,made,dunk,0.8309,priority_score=0.8309|provenance_score=6|artifact_split_other=ambiguous_event|proposal_accepted=True|candidate_reason=accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank
review_pack_01_accepted_proposals,7,d71d2879c44a46698a0f777532df29d2:clip-1,seed:accepted_proposal_light_label:phase4h_staging_eval_63clip:d71d2879c44a46698a0f777532df29d2:clip-1,phase4h_staging_eval_63clip,accepted_proposal_light_label,accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank,,,,,needs_review,,,not_started,,seed_queue,services/inference/evals/phase4h_staging_eval/shadow_eval_report.json,services/inference/evals/phase4h_staging_eval/phase4h_audit_queue.json,accepted_proposal_review,accepted_proposal_light_label,staging_hoopcut_known_made,d71d2879c44a46698a0f777532df29d2,f9e05c90-1b1f-4940-910b-69f76b2b1ca6,f1a26fad96e1442b9de6b950122465f5,d2e4fa94b05041f99c574c3f07f587ad,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,made,dunk,True,False,False,0.8726,,,ambiguous_event,real_event_missed_by_model,shot_attempt,made,dunk,0.8309,priority_score=0.8309|provenance_score=6|artifact_split_other=ambiguous_event|proposal_accepted=True|candidate_reason=accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank
review_pack_01_accepted_proposals,8,f859a308118c42d0b22cf582f42e8e0a:clip-1,seed:accepted_proposal_light_label:phase4h_staging_eval_63clip:f859a308118c42d0b22cf582f42e8e0a:clip-1,phase4h_staging_eval_63clip,accepted_proposal_light_label,accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank,,,,,needs_review,,,not_started,,seed_queue,services/inference/evals/phase4h_staging_eval/shadow_eval_report.json,services/inference/evals/phase4h_staging_eval/phase4h_audit_queue.json,accepted_proposal_review,accepted_proposal_light_label,staging_hoopcut_known_made,f859a308118c42d0b22cf582f42e8e0a,92ef6d49-f82d-4740-89fb-6ed0e565751b,c2feea03ac104741a0c5e2bb8c1f973d,fa3c67b223b949dcbb91ddccf8511754,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,made,dunk,True,False,False,0.8726,,,ambiguous_event,real_event_missed_by_model,shot_attempt,made,dunk,0.8309,priority_score=0.8309|provenance_score=6|artifact_split_other=ambiguous_event|proposal_accepted=True|candidate_reason=accepted_proposal_light_label|predicted_highlight|event_family_other|accepted_proposal|artifact_manual_audit=real_event_missed_by_model|artifact_split_other=ambiguous_event|reviewer_fields_blank
review_pack_01_accepted_proposals,9,3cab58f678ad4056bf480f8fb4cc0bfe:clip-1,seed:accepted_proposal_light_label:phase4h_acceptor_smoke_15clip:3cab58f678ad4056bf480f8fb4cc0bfe:clip-1,phase4h_acceptor_smoke_15clip,accepted_proposal_light_label,accepted_proposal|accepted_proposal_light_label|artifact_expected_shot_attempt|family_gate_open|needs_human_bucket_assignment|proposal_accepted|reviewer_fields_blank|shot_head_invoked,,,,,needs_review,,,not_started,,seed_queue,services/inference/evals/phase4h_acceptor_smoke/shadow_eval_report.json,,accepted_proposal_review,accepted_proposal_light_label,staging_hoopcut_known_made,3cab58f678ad4056bf480f8fb4cc0bfe,65ac7bbf-f509-447a-808f-bc2ae633233f,6df229bab8814ae6953e43afb6dca1e4,102730cb5b374ca791646584543d674c,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Made Shot,shot_attempt,made,,True,True,True,0.8726,0.8726,-0.7086,,,,,,0.4309,priority_score=0.4309|provenance_score=6|proposal_accepted=True|candidate_reason=accepted_proposal|accepted_proposal_light_label|artifact_expected_shot_attempt|family_gate_open|needs_human_bucket_assignment|proposal_accepted|reviewer_fields_blank|shot_head_invoked
review_pack_01_accepted_proposals,10,be091e189c554c12a7e871a7d8738c26:clip-1,seed:accepted_proposal_light_label:phase4h_acceptor_smoke_15clip:be091e189c554c12a7e871a7d8738c26:clip-1,phase4h_acceptor_smoke_15clip,accepted_proposal_light_label,accepted_proposal|accepted_proposal_light_label|artifact_expected_shot_attempt|family_gate_open|needs_human_bucket_assignment|proposal_accepted|reviewer_fields_blank|shot_head_invoked,,,,,needs_review,,,not_started,,seed_queue,services/inference/evals/phase4h_acceptor_smoke/shadow_eval_report.json,,accepted_proposal_review,accepted_proposal_light_label,staging_hoopcut_known_made,be091e189c554c12a7e871a7d8738c26,88f91e05-dd61-4b33-8c55-bf23a5cb691e,fd830daddd9d475387c15d7bff139bbf,4f9aa726a9024af7b69d1ff503515443,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Made Shot,shot_attempt,made,,True,True,True,0.8726,0.8726,-0.7086,,,,,,0.4309,priority_score=0.4309|provenance_score=6|proposal_accepted=True|candidate_reason=accepted_proposal|accepted_proposal_light_label|artifact_expected_shot_attempt|family_gate_open|needs_human_bucket_assignment|proposal_accepted|reviewer_fields_blank|shot_head_invoked
